"","X","FC","pval","adj_pval"
"141","FUCA1",-0.671014342477973,0.728184669983164,0.853838157734936
"142","FGB",-0.889319363107987,0.263966965488386,0.535530102645502
"143","SEMA3D",-1.0913920798148,0.22460312320568,0.500696290466416
"144","LOC100072592",0.0344871289499018,0.938693901589877,0.962587928175801
"145","MPO",-0.941890097931168,0.157015836164148,0.430895102877206
"146","AZU1",-0.820372045446423,0.168823179497125,0.442866387145946
"147","PRSS35",0.709626289398805,0.137079718939671,0.402883423948615
"148","YWHAQ",-0.946002941902819,0.367122377845448,0.655550683810909
"149","LRRC17",0.876051323508957,0.245562964923556,0.523539572803249
"150","NDUFS3",-0.591114822733839,0.295710925264567,0.583150216255998
"151","OMD",0.904406619283563,0.135454993867052,0.402883423948615
"152","PRELP",1.19028739187063,0.100887750601215,0.36119464814892
"153","TGFB1",1.85624809297044,0.0177203221176156,0.148783907504469
"154","RNPS1",-0.534225724253963,0.508612688796231,0.748363553786381
"155","THBS4",0.042675045264847,0.94111543858502,0.963319614087026
"156","TNFAIP8",-2.70740616321845,0.0260570544099814,0.181434304780611
"157","ANXA1",-0.493521157678259,0.417577752276878,0.685964645433606
"158","HNRNPU",-1.08610383758448,0.325295855886723,0.611556209067038
"159","IGF1",2.17797015847129,0.00246342511331748,0.0514582134781874
"160","FMOD",-0.827318158826657,0.382278518572152,0.664265234481736
"161","A0A3Q2H875",-0.503604225193481,0.561506847966682,0.777082294406126
"162","PLOD1",0.631753211065199,0.23742858408278,0.51702595143895
"163","A0A3Q2HMJ3",-1.56374855586365,0.386343669673475,0.664265234481736
"164","SFPQ",-0.356925830851914,0.614798184479403,0.795289394601796
"165","COL6A3",0.803001460766342,0.0761044280659924,0.322728552099396
"166","ARPC2",-1.85775935209399,0.0282858553737809,0.189919314652529
"167","SERPING1",-1.00455147532217,0.460554368322031,0.717548794844269
"168","VIM",0.0261946059141742,0.962242420376048,0.978766766594043
"169","COL22A1",1.97379972274553,0.00668722031376311,0.089594185168453
"170","H2AZ2",-0.494067046059897,0.519474121827505,0.757063061267992
"171","CCT4",-3.6069923349575,0.00143850872072357,0.0386342342137186
"172","A0A3Q2GXB1",-0.923487255745027,0.53963948651497,0.77444445392988
"173","LGALS1",0.850153265766444,0.418389783739646,0.685964645433606
"174","TRA2B",-1.68995078632956,0.139269543505722,0.404886714109418
"175","CPSF6",-0.867922985772264,0.231771543261191,0.510621681247312
"176","PLEC",-0.642271940161944,0.27985296813485,0.56038129378949
"177","LRP1",-2.42710652311916,0.0946055096862543,0.347018354898575
"178","CFL1",0.0741820859889124,0.928103982286501,0.957072566768755
"179","TMED2",-3.79477038442491,0.0280540542295384,0.189919314652529
"180","RPS2",-1.0767462106454,0.236551891770224,0.51702595143895
"181","GFPT1",-1.42463580191092,0.548164153473791,0.777026427103829
"182","VDAC2",-2.08868965998446,0.0963082357685781,0.349086686912389
"183","F7CIM1",-2.17714140819084,0.104009342064752,0.365015456273567
"184","IGFBP5",2.15671735902168,0.00051287946731048,0.0248271659512252
"185","CLEC3B",1.0267208121112,0.0489182876120287,0.250817401938038
"186","PROZ",0.641582629842411,0.489438545239921,0.746063079771122
"187","APOC3",-4.78292969966117,0.0406191425592484,0.236383599846696
"188","MACROH2A1",-1.06043421918226,0.128352681833772,0.400109733049057
"189","RETN",-2.39592674358111,0.0459737109164593,0.244614839215878
"190","K9K4D8",-0.267224981192694,0.768071692646606,0.878686480025732
"191","LMNB2",-0.338340393199267,0.572844577735258,0.777082294406126
"192","ASPH",-4.87691954500783,0.22363925706497,0.500696290466416
"193","LOC100059533",-0.697084798164081,0.305653795493832,0.588357476650244
"194","CHID1",-0.474149371620221,0.507491682724191,0.748363553786381
"195","MYH10",-0.353882692253038,0.565050683088095,0.777082294406126
"196","TPI1",-4.51875574049884,0.0346728731332197,0.212559787468868
"197","A0A5F5PJT8",-0.120407099268139,0.882944590818204,0.936054039889976
"198","F7CYG2",0.496292580045969,0.72165598598176,0.851550232277037
"199","CLIC1",-0.84874378720194,0.506434031631315,0.748363553786381
"200","SERPINH1",-0.45217568476912,0.449480225227525,0.709319577026707
"201","DHX15",1.94114363248885,0.00459268692137302,0.0809461069891995
"202","ADK",-2.50449252106854,0.078481803563209,0.33032639708694
