"","X","FC","pval","adj_pval"
"1","TIMP1",-1.66541608467497,0.00144888513098971,0.189079509594158
"2","SERPIND1",-1.61861223693284,0.00078157367721628,0.189079509594158
"3","FGA",-1.03066001530895,0.0968102184527246,0.711727427955362
"4","SERPINA1",-0.577275800104829,0.276232911985669,0.782787074599511
"5","APRT",-1.32143972506493,0.126229490439432,0.711727427955362
"6","APOA4",-1.67308404983811,0.00644901929233548,0.308128606603973
"7","HRG",-0.590468888928633,0.406785528767301,0.835992307151697
"8","HIPK1",-0.863567166192471,0.0587323826499683,0.622707897658919
"9","COL5A1",-1.27972312607546,0.0118056937396158,0.308128606603973
"10","PLG",-0.705233788387151,0.262263367916637,0.782787074599511
"11","PCOLCE",-0.368828597327781,0.367842240845264,0.83160327546279
"12","ANXA5",-1.8743581608866,0.0036434292891696,0.308128606603973
"13","CP",-0.562291819431557,0.378207992437806,0.83160327546279
"14","LOC100067532",-1.27790602372613,0.135414619496378,0.711727427955362
"15","AGT",-0.497272470986807,0.384028414208185,0.83160327546279
"16","NME2",-3.5225506340045,0.0103401450961322,0.308128606603973
"17","A0A3Q2H1L4",0.844899385454035,0.0877909308486711,0.711727427955362
"18","MMP20",-1.35481055038538,0.0115541120859617,0.308128606603973
"19","COL11A2",-1.04503380692401,0.0456000263157138,0.589842990413625
"20","PHEX",-3.05559172096496,0.00853453678915684,0.308128606603973
"21","A0A3Q2KU18",-0.689946153334869,0.158813484128352,0.714660678577586
"22","CALR",-0.416206621310085,0.352585196687933,0.83160327546279
"23","NUCB1",-0.887522514528083,0.0497185662417615,0.589842990413625
"24","SERPINF2",-0.116061219883587,0.833615714510572,0.966994228832264
"25","LOX",-0.350448370112701,0.308610591308908,0.815011776277393
"26","BGN",-0.506867075585177,0.158693143952476,0.714660678577586
"27","CFB",0.350268789264856,0.622078871684718,0.897030859169676
"28","SPON1",-1.21700635952198,0.0596463503504712,0.622707897658919
"29","TTR",-0.240457949447247,0.594964545630032,0.878320009919218
"30","PPP1R12A",2.83499784857229,0.223345933688601,0.782787074599511
"31","C3",-0.229968608279364,0.598191843914653,0.878320009919218
"32","VIM",-0.485321262114642,0.30547759189459,0.815011776277393
"33","CRP",-0.961958678009985,0.0699720530172924,0.658685828183321
